OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
977,ca2f72e7,01/10/2006 09:30:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,BURGLARY,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1012469,255375,"(40.8675830940001, -73.897974475)"
978,f9b8edff,01/10/2006 09:50:00 PM,Tuesday,Jan,10,2006,21,1,11,2006,GRAND LARCENY,FELONY,F,14,MANHATTAN,N.Y. POLICE DEPT,986072,212412,"(40.7497064660001, -73.993425589)"
979,4cbb0049,01/10/2006 09:50:00 PM,Tuesday,Jan,10,2006,21,1,10,2006,ROBBERY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1014270,255251,"(40.8672368100001, -73.8914634449999)"
980,8d478bc4,01/10/2006 10:00:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,GRAND LARCENY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,982973,165005,"(40.6195851740001, -74.004601333)"
981,508dc5b9,01/10/2006 10:00:00 PM,Tuesday,Jan,10,2006,22,1,10,2006,FELONY ASSAULT,FELONY,J,71,BROOKLYN,N.Y. POLICE DEPT,999149,179048,"(40.6581177740001, -73.9463026349999)"
982,bd110a71,01/10/2006 10:00:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,BURGLARY,FELONY,E,110,QUEENS,N.Y. POLICE DEPT,1019225,209899,"(40.742739941, -73.873784805)"
983,3ed5dd7a,01/10/2006 10:00:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,BURGLARY,FELONY,K,114,QUEENS,N.Y. POLICE DEPT,1005932,219381,"(40.7688081900001, -73.9217255419999)"
984,e4acf9b9,01/10/2006 10:00:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,49,BRONX,N.Y. POLICE DEPT,1022922,247406,"(40.8456709910001, -73.860227242)"
985,8e45e2f9,01/10/2006 10:00:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,BURGLARY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1005079,254739,"(40.865857997, -73.924695292)"
986,636bf34e,01/10/2006 10:10:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,GRAND LARCENY,FELONY,M,104,QUEENS,N.Y. POLICE DEPT,1020050,201164,"(40.718761225, -73.8708540489999)"
987,fb79f0d7,01/10/2006 10:30:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,BURGLARY,FELONY,B,78,BROOKLYN,N.Y. POLICE DEPT,988979,185259,"(40.6751768610001, -73.9829528769999)"
988,cd070736,01/10/2006 10:30:00 PM,Tuesday,Jan,10,2006,22,1,12,2006,GRAND LARCENY,FELONY,F,107,QUEENS,N.Y. POLICE DEPT,1034802,206332,"(40.732874108, -73.817597974)"
989,f1ab20c8,01/10/2006 10:30:00 PM,Tuesday,Jan,10,2006,22,1,11,2007,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1015674,208841,"(40.7398493260001, -73.8866044649999)"
990,7bc1a66f,01/10/2006 10:40:00 PM,Tuesday,Jan,10,2006,22,1,11,2006,GRAND LARCENY,FELONY,E,63,BROOKLYN,N.Y. POLICE DEPT,1005588,168500,"(40.6291526150001, -73.9231286359999)"
991,a584776d,01/10/2006 10:45:00 PM,Tuesday,Jan,10,2006,22,1,10,2006,FELONY ASSAULT,FELONY,F,69,BROOKLYN,N.Y. HOUSING POLICE,1016452,170415,"(40.6343760520001, -73.883980622)"
992,b39b4eb5,01/10/2006 10:50:00 PM,Tuesday,Jan,10,2006,22,1,10,2006,ROBBERY,FELONY,E,23,MANHATTAN,N.Y. POLICE DEPT,999190,229092,"(40.795476272, -73.94604377)"
993,d604812d,01/10/2006 11:00:00 PM,Tuesday,Jan,10,2006,23,3,20,2006,GRAND LARCENY,FELONY,H,78,BROOKLYN,N.Y. POLICE DEPT,989410,181599,"(40.665130737, -73.981401876)"
994,3c48faef,01/10/2006 11:00:00 PM,Tuesday,Jan,10,2006,23,1,11,2006,GRAND LARCENY,FELONY,D,17,MANHATTAN,N.Y. POLICE DEPT,992020,212581,"(40.7501671030001, -73.971958209)"
995,7e3ebf99,01/10/2006 11:01:00 PM,Tuesday,Jan,10,2006,23,1,11,2006,GRAND LARCENY,FELONY,G,10,MANHATTAN,N.Y. POLICE DEPT,984623,209859,"(40.742699299, -73.9986553799999)"
996,6e446b25,01/10/2006 11:05:00 PM,Tuesday,Jan,10,2006,23,1,10,2006,ROBBERY,FELONY,M,46,BRONX,N.Y. POLICE DEPT,1007531,249279,"(40.8508658120001, -73.915849182)"
997,e1e63c95,01/10/2006 11:15:00 PM,Tuesday,Jan,10,2006,23,1,11,2006,BURGLARY,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1049642,200444,"(40.7166157680001, -73.764109213)"
998,53244295,01/10/2006 11:15:00 PM,Tuesday,Jan,10,2006,23,1,10,2006,GRAND LARCENY,FELONY,G,46,BRONX,N.Y. TRANSIT POLICE,1009886,250359,"(40.8538235670001, -73.907332598)"
999,4e4bc632,01/10/2006 11:30:00 PM,Tuesday,Jan,10,2006,23,1,14,2006,ROBBERY,FELONY,C,84,BROOKLYN,N.Y. POLICE DEPT,988475,194830,"(40.7014473190001, -73.984763852)"
1000,29cd7da0,01/10/2006 11:49:00 PM,Tuesday,Jan,10,2006,23,1,11,2006,GRAND LARCENY,FELONY,I,70,BROOKLYN,N.Y. POLICE DEPT,995108,175859,"(40.6493705410001, -73.960872294)"
1001,2f08e885,01/10/2006 11:50:00 PM,Tuesday,Jan,10,2006,23,1,11,2006,ROBBERY,FELONY,G,42,BRONX,N.Y. POLICE DEPT,1010973,242491,"(40.832224995, -73.903434671)"
1002,7bd5c3b1,02/11/2006 12:00:00 AM,Saturday,Feb,11,2006,0,2,13,2006,GRAND LARCENY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,983423,209491,"(40.7416892000001, -74.0029858509999)"
1003,64c3c22d,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,2,11,2006,FELONY ASSAULT,FELONY,G,63,BROOKLYN,N.Y. POLICE DEPT,1000401,167829,"(40.6273218360001, -73.9418170499999)"
1004,871c69a4,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,2,11,2006,GRAND LARCENY,FELONY,H,78,BROOKLYN,N.Y. POLICE DEPT,989828,182257,"(40.6669365480001, -73.979894622)"
1005,ba7c4014,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,2,11,2006,BURGLARY,FELONY,B,78,BROOKLYN,N.Y. POLICE DEPT,988586,185683,"(40.6763408470001, -73.984369413)"
1006,c6885d29,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,3,3,2006,GRAND LARCENY,FELONY,I,79,BROOKLYN,N.Y. POLICE DEPT,996798,189795,"(40.687619522, -73.954756076)"
1007,ffe9e9a2,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,2,11,2006,GRAND LARCENY,FELONY,D,26,MANHATTAN,N.Y. POLICE DEPT,995513,236024,"(40.814508157, -73.959312086)"
1008,68dbb3c,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,2,25,2006,GRAND LARCENY,FELONY,B,43,BRONX,N.Y. HOUSING POLICE,1026999,237853,"(40.8194319940001, -73.8455524349999)"
1009,cc25feb6,02/11/2006 12:01:00 AM,Saturday,Feb,11,2006,0,2,13,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,26,MANHATTAN,N.Y. POLICE DEPT,996241,236149,"(40.814850289, -73.956681848)"
1010,eefe1c2b,02/11/2006 12:10:00 AM,Saturday,Feb,11,2006,0,2,11,2006,GRAND LARCENY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,983349,206253,"(40.7328016810001, -74.003252461)"
1011,fc0ae908,02/11/2006 12:30:00 AM,Saturday,Feb,11,2006,0,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,105,QUEENS,N.Y. POLICE DEPT,1057675,183241,"(40.6693346970001, -73.735318996)"
1012,5676edb,02/11/2006 12:30:00 AM,Saturday,Feb,11,2006,0,2,11,2006,BURGLARY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1002896,193433,"(40.6975942450001, -73.932757948)"
1013,80c8409a,02/11/2006 12:30:00 AM,Saturday,Feb,11,2006,0,2,11,2006,GRAND LARCENY,FELONY,H,1,MANHATTAN,N.Y. POLICE DEPT,983085,202273,"(40.721877518, -74.004204344)"
1014,f3e5366e,02/11/2006 12:30:00 AM,Saturday,Feb,11,2006,0,2,11,2006,GRAND LARCENY,FELONY,H,1,MANHATTAN,N.Y. POLICE DEPT,983111,202521,"(40.722558221, -74.004110587)"
1015,2c9dc616,02/11/2006 12:30:00 AM,Saturday,Feb,11,2006,0,2,12,2006,BURGLARY,FELONY,J,19,MANHATTAN,N.Y. POLICE DEPT,997158,221855,"(40.7756158390001, -73.953396496)"
1016,d02f5d8f,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY,FELONY,M,108,QUEENS,N.Y. POLICE DEPT,1010400,207666,"(40.7366414100001, -73.90564083)"
1017,f273cc62,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,I,110,QUEENS,N.Y. POLICE DEPT,1022839,208240,"(40.7381713720001, -73.8607522569999)"
1018,f391f5d5,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY,FELONY,H,13,MANHATTAN,N.Y. POLICE DEPT,986556,209446,"(40.741565424, -73.99167978)"
1019,c9e5362e,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,18,MANHATTAN,N.Y. POLICE DEPT,987030,218784,"(40.7671957310001, -73.9899653959999)"
1020,ea04c20b,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,BURGLARY,FELONY,G,20,MANHATTAN,N.Y. POLICE DEPT,990322,224724,"(40.783497826, -73.978075609)"
1021,986364ea,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1023996,243333,"(40.834487036, -73.8563695729999)"
1022,43f17e6c,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,13,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,48,BRONX,N.Y. POLICE DEPT,1015113,245325,"(40.8399900040001, -73.888461258)"
1023,29d0acda,02/11/2006 01:00:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1024480,264465,"(40.8924857230001, -73.8544936759999)"
1024,43b2316e,02/11/2006 01:01:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY,FELONY,D,68,BROOKLYN,N.Y. POLICE DEPT,975787,164280,"(40.6175912480001, -74.03048517)"
1025,54c77f30,02/11/2006 01:10:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,P,113,QUEENS,N.Y. POLICE DEPT,1051684,195299,"(40.7024786850001, -73.756794558)"
1026,31737838,02/11/2006 01:15:00 AM,Saturday,Feb,11,2006,1,2,14,2006,GRAND LARCENY,FELONY,I,6,MANHATTAN,N.Y. POLICE DEPT,982495,208744,"(40.739638734, -74.006334539)"
1027,40531072,02/11/2006 01:16:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,110,QUEENS,N.Y. POLICE DEPT,1025085,209172,"(40.7407193930001, -73.8526418769999)"
1028,b2293d48,02/11/2006 01:20:00 AM,Saturday,Feb,11,2006,1,2,11,2006,RAPE,FELONY,I,106,QUEENS,N.Y. POLICE DEPT,1028713,187853,"(40.6821864010001, -73.839690483)"
1029,c81df858,02/11/2006 01:20:00 AM,Saturday,Feb,11,2006,1,2,11,2006,ROBBERY,FELONY,J,81,BROOKLYN,N.Y. POLICE DEPT,1005147,186400,"(40.6782852490001, -73.9246619319999)"
1030,36562479,02/11/2006 01:30:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,F,60,BROOKLYN,N.Y. POLICE DEPT,988114,148773,"(40.575030854, -73.986092177)"
1031,255878b7,02/11/2006 01:30:00 AM,Saturday,Feb,11,2006,1,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,P,79,BROOKLYN,N.Y. POLICE DEPT,996139,190105,"(40.6884713110001, -73.95713174)"
1032,2240b61d,02/11/2006 01:30:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,E,114,QUEENS,N.Y. POLICE DEPT,1006001,214684,"(40.7559159680001, -73.921491637)"
1033,6a3ec860,02/11/2006 01:30:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,J,40,BRONX,N.Y. POLICE DEPT,1003306,233724,"(40.808181926, -73.931165181)"
1034,b360dc9,02/11/2006 01:40:00 AM,Saturday,Feb,11,2006,1,2,11,2006,ROBBERY,FELONY,F,60,BROOKLYN,N.Y. POLICE DEPT,988114,148773,"(40.575030854, -73.986092177)"
1035,c5e286e1,02/11/2006 01:45:00 AM,Saturday,Feb,11,2006,1,2,11,2006,FELONY ASSAULT,FELONY,B,23,MANHATTAN,N.Y. HOUSING POLICE,999243,227082,"(40.7899592750001, -73.945856841)"
1036,57d52191,02/11/2006 02:00:00 AM,Saturday,Feb,11,2006,2,2,11,2006,ROBBERY,FELONY,T,120,STATEN ISLAND,N.Y. HOUSING POLICE,938890,170112,"(40.633486765, -74.163427185)"
1037,918cc35,02/11/2006 02:00:00 AM,Saturday,Feb,11,2006,2,2,12,2006,GRAND LARCENY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,985460,203308,"(40.7247183370001, -73.9956360209999)"
1038,3c994972,02/11/2006 02:00:00 AM,Saturday,Feb,11,2006,2,2,11,2006,GRAND LARCENY,FELONY,H,17,MANHATTAN,N.Y. POLICE DEPT,993287,214873,"(40.756456858, -73.967382312)"
1039,823e4a6b,02/11/2006 02:00:00 AM,Saturday,Feb,11,2006,2,2,14,2006,BURGLARY,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1047906,217605,"(40.763730955, -73.770209161)"
1040,9c40add3,02/11/2006 02:00:00 AM,Saturday,Feb,11,2006,2,2,11,2006,GRAND LARCENY,FELONY,B,49,BRONX,N.Y. POLICE DEPT,1024647,250591,"(40.85440514, -73.8539733069999)"
1041,b916d1d9,02/11/2006 02:13:00 AM,Saturday,Feb,11,2006,2,2,11,2006,FELONY ASSAULT,FELONY,F,60,BROOKLYN,N.Y. POLICE DEPT,988114,148773,"(40.575030854, -73.986092177)"
1042,ebe5544,02/11/2006 02:20:00 AM,Saturday,Feb,11,2006,2,2,11,2006,FELONY ASSAULT,FELONY,F,23,MANHATTAN,N.Y. POLICE DEPT,998391,229756,"(40.7973000860001, -73.94892806)"
1043,a2f9c5e2,02/11/2006 02:30:00 AM,Saturday,Feb,11,2006,2,2,11,2006,GRAND LARCENY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,985309,203065,"(40.724051381, -73.996180836)"
1044,5f982bd7,02/11/2006 02:45:00 AM,Saturday,Feb,11,2006,2,2,11,2006,FELONY ASSAULT,FELONY,H,79,BROOKLYN,N.Y. POLICE DEPT,998408,189084,"(40.6856655620001, -73.948952261)"
1045,68e4b742,02/11/2006 02:45:00 AM,Saturday,Feb,11,2006,2,2,20,2006,GRAND LARCENY,FELONY,D,17,MANHATTAN,N.Y. POLICE DEPT,991692,211991,"(40.748547983, -73.973142669)"
1046,430856c4,02/11/2006 02:47:00 AM,Saturday,Feb,11,2006,2,2,11,2006,FELONY ASSAULT,FELONY,F,28,MANHATTAN,N.Y. POLICE DEPT,996153,231533,"(40.8021807650001, -73.957007947)"
1047,fcea3eb8,02/11/2006 02:50:00 AM,Saturday,Feb,11,2006,2,2,11,2006,FELONY ASSAULT,FELONY,B,34,MANHATTAN,N.Y. POLICE DEPT,1001633,250506,"(40.8542471440001, -73.937165098)"
1048,be5a9c1b,02/11/2006 03:00:00 AM,Saturday,Feb,11,2006,3,2,11,2006,BURGLARY,FELONY,B,73,BROOKLYN,N.Y. POLICE DEPT,1010081,186326,"(40.678069114, -73.9068737809999)"
1049,74915f83,02/11/2006 03:00:00 AM,Saturday,Feb,11,2006,3,2,12,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1030622,216271,"(40.7601770250001, -73.832611828)"
1050,d020991,02/11/2006 03:00:00 AM,Saturday,Feb,11,2006,3,2,11,2006,ROBBERY,FELONY,E,23,MANHATTAN,N.Y. POLICE DEPT,1000087,228606,"(40.794140772, -73.942805289)"
1051,ff5edbb8,02/11/2006 03:00:00 AM,Saturday,Feb,11,2006,3,2,11,2006,BURGLARY,FELONY,A,25,MANHATTAN,N.Y. POLICE DEPT,1001807,229471,"(40.796511713, -73.936591159)"
1052,fce2876d,02/11/2006 03:00:00 AM,Saturday,Feb,11,2006,3,2,11,2006,BURGLARY,FELONY,A,25,MANHATTAN,N.Y. POLICE DEPT,1001807,229471,"(40.796511713, -73.936591159)"
1053,13916c29,02/11/2006 03:10:00 AM,Saturday,Feb,11,2006,3,2,11,2006,GRAND LARCENY,FELONY,C,9,MANHATTAN,N.Y. POLICE DEPT,988147,203316,"(40.7247395200001, -73.985941883)"
1054,f2eb4c9c,02/11/2006 03:15:00 AM,Saturday,Feb,11,2006,3,2,11,2006,RAPE,FELONY,M,114,QUEENS,N.Y. HOUSING POLICE,1007654,219564,"(40.7693060870001, -73.91550818)"
1055,39b79f39,02/11/2006 03:15:00 AM,Saturday,Feb,11,2006,3,2,11,2006,BURGLARY,FELONY,P,114,QUEENS,N.Y. POLICE DEPT,1004134,220616,"(40.7722021700001, -73.928212988)"
1056,ea5ff951,02/11/2006 03:20:00 AM,Saturday,Feb,11,2006,3,2,11,2006,ROBBERY,FELONY,B,77,BROOKLYN,N.Y. POLICE DEPT,993175,184900,"(40.6741882520001, -73.967826311)"
1057,850b5ed4,02/11/2006 03:30:00 AM,Saturday,Feb,11,2006,3,2,11,2006,FELONY ASSAULT,FELONY,E,32,MANHATTAN,N.Y. POLICE DEPT,1000995,237483,"(40.818504014, -73.9395038599999)"
1058,f02da900,02/11/2006 03:45:00 AM,Saturday,Feb,11,2006,3,2,11,2006,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,987360,206680,"(40.7339731920001, -73.988779661)"
1059,62a023df,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,112,QUEENS,N.Y. POLICE DEPT,1029920,200123,"(40.7158584900001, -73.835255466)"
1060,fe1506dc,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,986405,208120,"(40.7379259210001, -73.992225119)"
1061,38a3ad74,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,GRAND LARCENY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,984213,209054,"(40.7404897810001, -74.0001349679999)"
1062,dd4cb4e5,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,C,30,MANHATTAN,N.Y. POLICE DEPT,999539,239499,"(40.824040004, -73.944759612)"
1063,d60983c9,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,M,44,BRONX,N.Y. POLICE DEPT,1005782,244426,"(40.837550191, -73.9221867539999)"
1064,ac5d41d1,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,M,44,BRONX,N.Y. POLICE DEPT,1005782,244426,"(40.837550191, -73.9221867539999)"
1065,ebfd3b01,02/11/2006 04:00:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,M,44,BRONX,N.Y. POLICE DEPT,1005782,244426,"(40.837550191, -73.9221867539999)"
1066,b4f27de6,02/11/2006 04:28:00 AM,Saturday,Feb,11,2006,4,2,11,2006,ROBBERY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1014730,253814,"(40.8632911070001, -73.889806842)"
1067,f454ac03,02/11/2006 04:30:00 AM,Saturday,Feb,11,2006,4,2,16,2006,FELONY ASSAULT,FELONY,K,18,MANHATTAN,N.Y. POLICE DEPT,987094,218898,"(40.7675086100001, -73.989734302)"
1068,c550e88a,02/11/2006 04:30:00 AM,Saturday,Feb,11,2006,4,2,11,2006,BURGLARY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001889,245601,"(40.8407838580001, -73.936252607)"
1069,c559bb6e,02/11/2006 04:30:00 AM,Saturday,Feb,11,2006,4,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,49,BRONX,N.Y. POLICE DEPT,1030939,253520,"(40.8624133230001, -73.8312084679999)"
1070,b4a1e17a,02/11/2006 04:32:00 AM,Saturday,Feb,11,2006,4,2,11,2006,ROBBERY,FELONY,B,79,BROOKLYN,N.Y. POLICE DEPT,1000760,187256,"(40.680644043, -73.9404761869999)"
1071,fc828f0f,02/11/2006 04:35:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,E,68,BROOKLYN,N.Y. POLICE DEPT,976124,168014,"(40.627840615, -74.029275791)"
1072,4cd0427,02/11/2006 04:45:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,A,106,QUEENS,N.Y. POLICE DEPT,1031124,179938,"(40.660449096, -73.831052703)"
1073,9f5c4631,02/11/2006 04:45:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,A,106,QUEENS,N.Y. POLICE DEPT,1031124,179938,"(40.660449096, -73.831052703)"
1074,86fdd191,02/11/2006 04:50:00 AM,Saturday,Feb,11,2006,4,2,11,2006,ROBBERY,FELONY,C,109,QUEENS,N.Y. POLICE DEPT,1034750,212334,"(40.749348368, -73.817740542)"
1075,a7b882d,02/11/2006 04:50:00 AM,Saturday,Feb,11,2006,4,2,11,2006,ROBBERY,FELONY,F,114,QUEENS,N.Y. POLICE DEPT,1005847,216912,"(40.762031633, -73.92204034)"
1076,49b25b02,02/11/2006 04:50:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1006681,254416,"(40.8649675350001, -73.918904428)"
1077,74d272b2,02/11/2006 04:50:00 AM,Saturday,Feb,11,2006,4,2,11,2006,FELONY ASSAULT,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1006681,254416,"(40.8649675350001, -73.918904428)"
1078,3a117142,02/11/2006 05:00:00 AM,Saturday,Feb,11,2006,5,2,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,106,QUEENS,N.Y. POLICE DEPT,1034942,184436,"(40.672774046, -73.81725764)"
1079,e13bd7c9,02/11/2006 05:00:00 AM,Saturday,Feb,11,2006,5,2,11,2006,ROBBERY,FELONY,C,115,QUEENS,N.Y. POLICE DEPT,1016138,214586,"(40.755616236, -73.884902833)"
1080,1fc4e04e,02/11/2006 05:00:00 AM,Saturday,Feb,11,2006,5,2,11,2006,ROBBERY,FELONY,E,30,MANHATTAN,N.Y. POLICE DEPT,998602,241527,"(40.829607858, -73.948140818)"
1081,4232f068,02/11/2006 05:15:00 AM,Saturday,Feb,11,2006,5,2,11,2006,ROBBERY,FELONY,J,71,BROOKLYN,N.Y. POLICE DEPT,1000111,180775,"(40.662856338, -73.9428313449999)"
1082,db2bfe06,02/11/2006 05:30:00 AM,Saturday,Feb,11,2006,5,2,11,2006,ROBBERY,FELONY,H,104,QUEENS,N.Y. POLICE DEPT,1010735,202957,"(40.723715365, -73.904450539)"
1083,cd1d79ac,02/11/2006 05:30:00 AM,Saturday,Feb,11,2006,5,3,3,2006,GRAND LARCENY,FELONY,B,24,MANHATTAN,N.Y. POLICE DEPT,993119,226988,"(40.7897095380001, -73.9679727229999)"
1084,7e5b5aa,02/11/2006 05:56:00 AM,Saturday,Feb,11,2006,5,2,11,2006,BURGLARY,FELONY,A,76,BROOKLYN,N.Y. HOUSING POLICE,983523,185334,"(40.6753839520001, -74.002622367)"
1085,9a32c9b2,02/11/2006 06:00:00 AM,Saturday,Feb,11,2006,6,2,12,2006,BURGLARY,FELONY,I,83,BROOKLYN,N.Y. POLICE DEPT,1006821,194383,"(40.700192633, -73.9185999539999)"
1086,8a0f1275,02/11/2006 06:00:00 AM,Saturday,Feb,11,2006,6,2,14,2006,GRAND LARCENY,FELONY,K,114,QUEENS,N.Y. POLICE DEPT,1005617,218519,"(40.7664429920001, -73.9228654889999)"
1087,31683df6,02/11/2006 06:00:00 AM,Saturday,Feb,11,2006,6,2,11,2006,FELONY ASSAULT,FELONY,G,42,BRONX,N.Y. POLICE DEPT,1011408,242310,"(40.8317268760001, -73.90186348)"
1088,301234ab,02/11/2006 06:31:00 AM,Saturday,Feb,11,2006,6,2,11,2006,FELONY ASSAULT,FELONY,I,104,QUEENS,N.Y. POLICE DEPT,1006384,199334,"(40.71378306, -73.920159704)"
1089,1d410f27,02/11/2006 06:35:00 AM,Saturday,Feb,11,2006,6,2,11,2006,ROBBERY,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1014796,186419,"(40.678309364, -73.889874541)"
1090,f95ab6bc,02/11/2006 07:30:00 AM,Saturday,Feb,11,2006,7,2,13,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,102,QUEENS,N.Y. POLICE DEPT,1028866,190513,"(40.689486711, -73.83912123)"
1091,86caba68,02/11/2006 07:30:00 AM,Saturday,Feb,11,2006,7,2,11,2006,BURGLARY,FELONY,H,105,QUEENS,N.Y. POLICE DEPT,1055079,194145,"(40.699284715, -73.7445623839999)"
1092,c456de4e,02/11/2006 07:30:00 AM,Saturday,Feb,11,2006,7,2,11,2006,BURGLARY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,987666,214366,"(40.7550692300001, -73.9876716219999)"
1093,899e7f45,02/11/2006 07:50:00 AM,Saturday,Feb,11,2006,7,2,11,2006,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,987700,215734,"(40.758824028, -73.9875481989999)"
1094,11188f97,02/11/2006 08:00:00 AM,Saturday,Feb,11,2006,8,2,20,2006,BURGLARY,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1014671,186394,"(40.678241175, -73.8903253139999)"
1095,29df0afb,02/11/2006 08:00:00 AM,Saturday,Feb,11,2006,8,2,11,2006,GRAND LARCENY,FELONY,I,103,QUEENS,N.Y. POLICE DEPT,1043048,194304,"(40.6998092470001, -73.787949639)"
1096,37995cbb,02/11/2006 08:30:00 AM,Saturday,Feb,11,2006,8,2,15,2006,GRAND LARCENY,FELONY,C,63,BROOKLYN,N.Y. POLICE DEPT,1004234,165201,"(40.62010071, -73.928016353)"
1097,6ab50821,02/11/2006 08:30:00 AM,Saturday,Feb,11,2006,8,2,11,2006,ROBBERY,FELONY,P,120,STATEN ISLAND,N.Y. POLICE DEPT,947576,171979,"(40.6386515, -74.132142942)"
